user_id,battery_capacity_(kwh),charging_station_id,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),time_of_day,day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temperature_(°c),vehicle_age_(years),charger_type,vehicle_model_BMW i3,vehicle_model_Chevy Bolt,vehicle_model_Hyundai Kona,vehicle_model_Nissan Leaf,vehicle_model_Tesla Model 3,charging_station_location_Chicago,charging_station_location_Houston,charging_station_location_Los Angeles,charging_station_location_New York,charging_station_location_San Francisco,user_type_Casual Driver,user_type_Commuter,user_type_Long-Distance Traveler,start_hour,start_day,start_month,end_hour,end_day,end_month
1140,0.02256685793329226,494,-1.5045198333609806,1.4056281948315932,-0.9565712557030135,-0.1526019398903757,3,4,1.6583280252871353,-1.2338835609078802,-1.1122643205423013,1.0853392454109807,1.033871883650717,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,12,12,5,12,12
1141,0.507554088801715,200,0.1286037258182076,-0.7809346472670138,0.16474576959140286,1.586026955617787,3,0,-1.2808571755386993,-0.5103114728143867,-0.2682244803055448,0.89373148736692,1.4669694573466707,2,0,0,1,0,0,0,1,0,0,0,0,1,0,5,12,12,9,12,12
1142,1.235034935104349,255,-0.4999486271252913,0.023794812814998116,0.8466690770806252,0.5420378676645047,0,3,1.1514974159750266,0.7272526011596303,-1.2663587442819577,-0.5182625815745622,-1.5647135585250054,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,12,12,14,12,12
1143,-0.6079165421956573,179,1.5350891963162006,0.19425427322622665,0.48437881684993417,0.39211808617368304,2,5,-1.0056721813774039,0.2586386736934414,-0.8417049378918078,1.5675375830915899,0.1676767362588095,1,0,0,0,0,1,0,0,0,0,1,0,0,1,10,12,12,12,12,12
1144,0.02256685793329226,35,0.7567177075836043,0.467874756238839,-0.7854567875150383,-0.3474654254450941,1,4,0.05734857339114804,-0.3832601574464106,0.03914699540736855,0.9308290338775695,-1.1316159848290517,2,0,0,0,1,0,0,1,0,0,0,0,0,1,13,12,12,20,12,12
1145,5.0670673441483345,82,-1.2613067263784092,0.5866160253276174,-1.5304432572014675,-0.05016807573593443,3,1,0.097784052083423,-0.14279526384753763,-0.0076586336952972,0.2502766897398516,1.033871883650717,0,0,0,1,0,0,0,0,1,0,0,0,1,0,16,12,12,22,12,12
1146,-0.6079165421956573,389,1.0808636367216495,-0.9571415837454232,0.8436761170259114,-0.8543789949729957,2,5,-0.21934457398196275,-0.7902663771289552,-0.015128976305392311,-0.4255791758759208,-0.26542083743714423,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19,12,12,1,13,12
1147,0.02256685793329226,398,-0.545861049392059,0.6896987892186136,-1.0789611046882726,1.434140481029101,3,2,-0.30062117129840465,0.23542621349795928,0.6438598524592514,-1.3294471765638396,0.6007743099547632,2,0,1,0,0,0,0,0,0,1,0,0,1,0,22,12,12,2,13,12
1148,0.507554088801715,220,1.6050787007664191,1.277531478776638,-0.02499711698657863,-0.05236245130797985,3,4,-1.5719420329315872,0.34303994809810656,-1.6506456106273943,-1.5943774456038555,-1.5647135585250054,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,13,12,5,13,12
1149,1.235034935104349,158,1.5790643127810906,-0.9766346167889502,0.9877464754577274,0.6730826281504444,0,5,0.5482078331191709,0.3669655141598412,1.4233084274111736,-1.276654911109822,-1.1316159848290517,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,13,12,9,13,12
1150,1.235034935104349,4,-1.5737149169321416,-0.965543400975009,-1.093449998727855,0.44431208861670174,0,0,1.14439871112897,-0.7693002164783223,0.7515127637078952,-1.2079708324980487,-0.698518411133098,2,1,0,0,0,0,0,1,0,0,0,0,1,0,6,13,12,7,13,12
1151,0.02256685793329226,167,0.3611185480311397,-1.1695747614202017,0.6366579257602348,-1.6223883134687946,2,0,-0.9882363290743293,-0.6723253416447369,-1.0860012609918068,-1.647541747334111,-1.5647135585250054,2,0,0,0,0,1,0,0,0,1,0,0,1,0,9,13,12,13,13,12
1152,-0.41518038340090774,468,1.02059342412917,1.3795514348009308,1.4398859014437067,1.4797503389053264,3,4,0.37533808137057195,-0.13369339719486537,-0.45107459919326914,0.7698612936424427,-0.698518411133098,1,0,0,0,1,0,1,0,0,0,0,0,0,1,11,13,12,12,13,12
1153,0.507554088801715,448,0.002110578179302879,1.0093628828071617,0.9859778802751097,-1.0670746369765987,1,0,-0.6257348689101955,1.3895366358528118,-0.015157041501467667,1.1498664714502769,0.6007743099547632,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9,22,12,15,22,12
1154,-0.6079165421956573,409,0.5945898114462269,-0.8421431964813747,-1.3013441967951886,0.29462577186891453,1,2,0.062230444423741774,-1.282227576579206,1.679865784605132,-0.04714955766952393,1.033871883650717,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,22,12,15,22,12
1155,0.507554088801715,412,-0.029862245493902165,-1.010418927332564,-1.425626869116308,0.7283943449324561,1,6,-0.11532187548031833,0.9350585661652494,-1.1845885742457856,1.4856898043562117,0.1676767362588095,0,0,0,0,1,0,1,0,0,0,0,0,0,1,15,22,12,16,22,12
1156,-2.414980191146125,204,-0.180812433341067,-1.621066578452438,0.35906946161954556,-0.9136359801441666,2,4,-0.8867431381628311,-1.1950644405285193,2.758665450117065,1.443421073754742,0.6007743099547632,0,0,1,0,0,0,1,0,0,0,0,0,0,1,18,22,12,21,22,12
1157,0.4896921637221333,194,0.8984140446663839,-0.5324884452841114,-0.17340380236118308,-0.4992678413777819,0,1,-0.5995404833630479,-1.3972956009070598,1.7439478713818024,-0.40561220010949606,-0.698518411133098,1,0,0,0,0,1,0,0,0,1,0,1,0,0,20,22,12,6,23,12
1158,-0.6079165421956573,235,-0.3114732860526354,1.4383953204205138,0.6443284701685892,-0.8043018438202016,2,5,0.2838475965748966,0.7007088029858589,1.313289544689549,-0.4098138000822312,1.033871883650717,2,0,0,0,0,1,0,0,0,1,0,1,0,0,23,22,12,8,23,12
1159,1.235034935104349,206,0.5872778783767068,1.1983404402592424,0.039499723819332956,-0.7185388787129872,0,5,-0.4427520929956312,0.41915938871037395,-0.9141831277913941,-0.9379106846912452,-1.5647135585250054,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,23,12,8,23,12
1160,-0.6079165421956573,150,-1.0498390382143146,-0.7411564506987234,1.586956948608696,-1.257079710608637,1,5,0.39726070601239716,0.5512017413999364,-1.446473310013567,1.3831439720865883,-0.9527002891566457,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,23,12,11,23,12
1161,-2.228153370577712,159,1.1817872278985098,-0.0784701800791565,-0.8038221843055345,-0.748877784018363,1,4,-0.9420446597758754,1.3850580340088878,-1.0945958670265499,0.22499614919331498,0.33550246581257015,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,23,12,14,23,12
1162,-0.6079165421956573,279,1.7084285956137513,-0.575331549025568,-1.1030221847388502,-0.4585484009537264,0,2,0.12487685778785493,1.0469397682053958,0.27079847296666815,1.292703936269146,1.033871883650717,2,0,0,0,0,1,0,0,1,0,0,0,0,1,10,23,12,11,23,12
1163,0.507554088801715,304,0.816269458837232,1.3652318563979684,0.2057170365017249,-0.27002457622235,1,4,-0.6420429526556061,0.2206240168827503,-0.06914565690506308,-1.208969495326442,-1.1316159848290517,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13,23,12,17,23,12
1164,0.02256685793329226,404,-0.33260763940239313,-0.5200181554150959,-0.1592084982982142,-0.6017269274855039,2,4,0.22237470938234555,-0.27420122505908195,-1.430193291867668,1.2566090761700777,0.6007743099547632,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16,23,12,1,24,12
1165,-0.6079165421956573,381,-0.22702882610362438,-1.5716624999860889,1.4225333022674458,1.0477405564753137,0,0,-1.2948369893601888,-0.4500910095623828,0.221637767483623,0.7286971437059783,-1.1316159848290517,1,0,0,0,1,0,0,0,0,0,1,1,0,0,19,23,12,21,23,12
1166,1.7519405299436652,166,-1.0007493280531294,-0.7530467946027376,0.31064003702545245,-0.6024855225243432,1,6,-0.6473955743418386,1.0837915814611274,0.02690483968748736,-0.10816916219511699,1.033871883650717,1,0,0,0,1,0,1,0,0,0,0,0,1,0,21,23,12,6,24,12
1167,1.235034935104349,311,0.4908321670191257,1.4429488442633767,0.9288840360475911,-0.8317746967980703,3,5,-0.6591876769245015,0.9895019853955178,-1.3293319183873564,0.9859032909199892,0.1676767362588095,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24,12,4,24,12
1168,1.235034935104349,68,-0.8416555031668506,-0.5929970673847548,0.33262183975844073,-0.627592206037423,1,2,1.0618823118602758,0.25703155188834037,-0.873702776737499,-0.24054557228677598,1.033871883650717,2,0,0,1,0,0,0,0,1,0,0,0,0,1,3,24,12,10,24,12
1169,-0.6079165421956573,463,1.1707403963043836,0.5419525616280885,-0.2964047371056528,1.4975699199804253,3,3,1.6110967320962228,-0.6606165048944255,-0.9828883999298764,1.2891061228623664,0.6007743099547632,1,0,0,0,1,0,0,0,0,1,0,0,0,1,6,24,12,12,24,12
1170,1.235034935104349,88,-0.6841720743598264,0.5553015025196211,1.4197665410084208,1.4408177918341547,1,2,-0.10999298337397893,1.375518620071863,-0.5808059690406965,0.253999640479661,0.1676767362588095,0,0,0,1,0,0,0,1,0,0,0,0,1,0,9,24,12,18,24,12
1171,-1.1899012192377647,217,1.5590191883047628,-1.4514839637875478,1.4513802573098087,1.182985573154337,3,0,-0.6580410507272977,-1.3530619979390595,0.4464260646832102,1.5834123617728952,-1.1316159848290517,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11,24,12,12,24,12
1172,-1.1899012192377647,1,0.12453370680070537,-1.607779696333731,-0.06619010205458459,1.03850925295186,1,4,-0.4175225540235121,0.9717705741704901,-0.5202978190913863,1.4884547526820084,0.6007743099547632,2,0,0,0,1,0,0,0,0,1,0,0,1,0,14,24,12,23,24,12
1173,-1.1899012192377647,135,-0.6936989684987345,-0.8437220504305437,1.504051249461253,-1.3395295654184554,3,1,0.5167018225741649,-0.6941426082237917,-0.6691090877647119,-0.192491105830187,-0.26542083743714423,2,0,0,1,0,0,0,0,1,0,0,1,0,0,17,24,12,0,25,12
1174,1.235034935104349,185,1.468323776416827,1.3313871427169568,0.5507582423718608,1.508717561495099,0,2,0.323215514389141,0.8841679824774467,0.15697000815020912,-0.4977530356887301,-1.1316159848290517,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20,24,12,20,24,12
1175,1.235034935104349,351,-0.23470325615246854,0.48316611744584415,-0.07039828920016811,-0.8907913208333865,0,5,-1.0785790089369158,0.23485650481773904,-1.5014500664487418,-1.5453953085884329,-1.5647135585250054,2,1,0,0,0,0,0,0,0,0,1,0,1,0,22,24,12,0,25,12
1176,1.262443991829364,140,-0.8519078863431225,0.6007356518231106,0.006310540597512259,0.27299534015101407,3,1,1.3306941104229681,-1.4461401950654014,-0.07885893747431989,-0.43422695667739014,-1.1316159848290517,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,12,6,3,1
1177,0.02256685793329226,106,-1.517197422724437,-0.9343530173684649,1.6578200159667675,-0.6894743502154984,1,3,-1.2826835638284995,0.7773489383514438,0.6393633264954649,0.8476784663357526,-1.5647135585250054,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,2,1,3,3,1
1178,-1.2697438880606737,133,-0.12644764388977067,0.7236537856455946,-0.4749671033905214,-0.20579276636961866,2,3,0.36926978723419646,-1.338472063197638,0.2266208220287865,1.1043803277889246,0.1676767362588095,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,1,12,3,1
1179,-1.1899012192377647,108,-1.6894398484873432,0.019864799867015465,0.9656189045861537,1.1024357240062652,2,1,0.6019343000117366,-0.07814401722671108,-0.5473028646347686,0.24950905499491458,-0.26542083743714423,2,0,0,1,0,0,0,1,0,0,0,0,1,0,5,3,1,10,3,1
1180,1.235034935104349,178,-1.3575029251023711,-0.5324207581536655,1.116367387920751,-0.38551667898312664,2,0,-0.35050966178786364,-1.0235135236352935,1.101840875307308,1.6436651494787986,1.033871883650717,1,0,0,0,0,1,1,0,0,0,0,1,0,0,7,3,1,14,3,1
1181,-0.6079165421956573,298,-0.9751884719423427,0.5542312285364211,-0.32589351374529185,-0.3029350872730837,2,3,0.008025250231917398,-1.1103336969852877,-1.4830417350912488,-0.8608347707260076,1.033871883650717,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10,3,1,12,3,1
1182,1.235034935104349,358,0.28400199619437755,-0.570796877239728,-1.3699101452967581,-0.4297215116460656,3,1,-1.097846503237286,-0.7655753374850811,-0.5516091008198045,-1.0522548811799894,-0.26542083743714423,2,1,0,0,0,0,1,0,0,0,0,1,0,0,13,3,1,21,3,1
1183,1.235034935104349,380,-1.531418043948479,0.5557429400047804,-0.8139958758232481,1.106942104660929,0,4,-0.1048028229602034,-0.5268094564164224,1.5157790104697035,0.21532691943001045,1.4669694573466707,2,0,0,1,0,0,0,1,0,0,0,1,0,0,16,3,1,0,4,1
1184,0.02256685793329226,396,-1.0399850395048837,-0.34214810754034763,0.05889792236847346,1.3461257770767003,0,1,-1.5248580395936497,3.7926324657186203,-0.5713116022204037,-0.8022866634013402,-0.26542083743714423,1,0,0,0,1,0,0,0,0,1,0,1,0,0,19,3,1,0,4,1
1185,-0.6079165421956573,359,0.002110578179302879,-1.1455544613826874,0.13715432596509203,-0.9420351586483089,2,4,-0.2366504091889392,-1.1100527360812298,-0.3727521837428158,-0.1671151657622983,-0.698518411133098,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21,3,1,6,4,1
1186,0.507554088801715,146,1.5361425004043725,0.5476540401316146,-0.8029248363946819,0.008816182368896381,0,0,-1.6141564836057904,0.09324911669857043,-1.0065516006326474,-0.0010955258013987405,-1.5647135585250054,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,1,10,4,1
1187,0.02256685793329226,450,1.3874372513163304,1.2632551544041803,-0.8878261504627759,1.2382057937083069,3,5,-0.20958610682733092,-0.7733545423878343,-1.6017977073075245,1.5785786997218607,1.033871883650717,2,0,0,0,0,1,0,1,0,0,0,1,0,0,3,4,1,13,4,1
1188,0.02256685793329226,74,-0.8290905624746459,-0.5246703416738991,-0.02499711698657863,0.7914824472139661,2,5,-1.2672149000640243,0.07697878804901212,-0.8567566283163132,-1.1400407611994425,0.42419101184712993,1,0,1,0,0,0,0,0,0,0,1,0,0,1,6,4,1,7,4,1
1189,0.507554088801715,463,-1.6119838470812926,1.1427691533574458,-0.02499711698657863,-0.6901307681440731,3,3,0.6956742900791094,0.5252008580660744,-1.4631976925117633,-0.32084421758549797,-0.6648032733059653,0,0,0,0,1,0,1,0,0,0,0,0,0,1,8,4,1,12,4,1
1190,0.507554088801715,478,-1.1653618718986292,-0.5715419052384055,-0.02499711698657863,1.51988308908139,3,6,-1.0411869370720328,0.09778360959828698,0.08072121077926332,-1.3164477780705315,-1.1316159848290517,1,1,0,0,0,0,0,0,0,0,1,0,1,0,11,4,1,18,4,1
1191,-1.1899012192377647,108,0.002110578179302879,0.017399830091899667,-0.31299642823523866,-1.3231376777333541,1,6,0.3971473042264695,0.5750523721011954,-0.44006374499516177,-1.2394865100667807,-1.1316159848290517,2,0,0,1,0,0,0,1,0,0,0,1,0,0,14,4,1,15,4,1
1192,0.02256685793329226,122,1.3571115441549337,-1.1069059596621138,-1.3553211051154856,-0.9827323090151037,3,1,1.5828212642462907,-0.5608067917147372,0.021184459288391636,-0.7126027975021029,1.4669694573466707,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17,4,1,1,5,1
1193,0.507554088801715,17,-1.1278994241349438,0.18123704732509732,1.3006883011864867,-0.4435295759667223,1,0,0.9258564102323906,0.0632403061746625,-1.491517166822067,0.2631940687374575,0.1676767362588095,2,0,0,1,0,0,0,0,1,0,0,0,0,1,20,4,1,20,4,1
1194,0.02256685793329226,196,0.7547935941672365,0.14334229606606577,-1.3922767484015595,1.4361073039475647,2,4,-0.07277873420087622,-1.409793671470862,1.016851391066215,0.3022908846452671,-1.5647135585250054,0,0,0,0,1,0,0,0,0,0,1,0,1,0,22,4,1,2,5,1
1195,0.507554088801715,327,-0.3104409360516763,1.8453952362463688,0.5019494288150761,0.23069943108985466,3,5,1.4288657930654842,0.6184972186994245,1.247121714684308,-0.47283827829169905,0.7533061112657341,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5,1,7,5,1
1196,-0.6079165421956573,318,-1.714876022460859,-0.35989142862185497,1.713253693840005,0.7735897575601088,0,0,-1.252707977168277,0.8494174489614312,0.3074520307851233,1.5050412511935847,-0.5269856438088677,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,5,1,11,5,1
1197,-1.1899012192377647,297,-0.6353430878044365,-1.0149308246967623,-0.010713285523393377,-0.5146587014633561,2,5,-0.8786472010958024,-0.33062995886572677,0.11348126332705487,1.4988776266846917,1.033871883650717,1,0,0,0,1,0,1,0,0,0,0,0,0,1,7,5,1,11,5,1
1198,0.02256685793329226,479,0.8821726541049318,0.7829183994578789,0.8665367812867746,0.8068349602232455,3,5,-1.2845983566062436,0.7563400585074802,1.642723335174361,0.23683993058744218,-0.26542083743714423,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9,5,1,14,14,1
1199,1.235034935104349,499,-0.34932595111875536,0.5463126412618331,-0.9819043592516369,0.3979444180990306,3,3,-1.2491431511256825,0.1432184081699443,-1.2395141454663612,-0.3412149387448249,-0.26542083743714423,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12,5,1,16,5,1
1200,-1.1899012192377647,252,-1.275024955166246,0.3249804602940848,0.1138500295576995,1.0646817650765306,0,5,-1.2271751867458935,0.40364910074521027,-1.1296675502281401,0.8066161674411153,-0.26542083743714423,2,0,0,0,1,0,0,0,1,0,0,1,0,0,15,5,1,14,14,1
1201,0.02256685793329226,487,1.028489379462288,-1.1771743500766676,1.5745505496810244,0.8513396162193311,1,6,-1.3245801862307605,1.4366903964348245,-1.3398734040597633,-0.2925534536121602,0.1676767362588095,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13,14,1,22,14,1
1202,0.02256685793329226,119,-1.123141120772526,1.0714676182038372,0.6753181731214416,-0.6686572945725983,3,2,-0.33444637958127255,4.194530071600755,1.4736688357726844,-0.7192937022671166,1.4669694573466707,0,1,0,0,0,0,0,0,0,1,0,1,0,0,16,14,1,19,14,1
1203,0.5908794449885117,162,0.8694883888236963,0.6350336140743816,-0.40683588990841374,0.9688687233818448,3,3,-1.0709403494246394,1.2455873261974593,-0.8307243696986282,-1.5005755602989228,-0.26542083743714423,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18,14,1,1,15,1
1204,0.02256685793329226,198,1.3354663184727462,1.3830290391539133,0.9905874157302246,-0.1437152266765303,0,1,0.0319671786133017,-0.8638749745622611,-1.1642210572790213,-1.0856044182493185,-0.698518411133098,2,0,0,0,0,1,0,0,0,0,1,1,0,0,21,14,1,23,14,1
1205,1.235034935104349,498,0.1531387733346295,-0.6320268052171347,1.2027653485122363,-0.30899149816478527,2,2,0.5989384695115176,-0.8639628920294361,-0.47825198766777366,-0.6366562702594535,-0.26542083743714423,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,15,1,7,15,1
1206,1.235034935104349,486,0.14717668524264135,-0.9051636532636076,1.579237699054531,1.2092751835877973,3,3,-0.9425614784057397,-1.4207875648403845,-0.8177776735298148,-0.5466146173436659,0.1676767362588095,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,15,1,4,15,1
1207,1.235034935104349,45,0.5974931077986827,0.5670531468094526,-1.6180704110851116,-1.5927217882335147,1,0,-0.9647644173443214,0.9431043571145551,-0.015157041501467667,-0.26373011802883467,-1.5647135585250054,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6,15,1,12,15,1
1208,-0.6101782145973887,314,-0.8973848512845575,1.3129150575005597,0.7929506445823383,-1.2009562301152101,1,3,-0.5396413806952599,-1.4378919462146245,1.5854153854287534,-1.559590564921064,-0.698518411133098,2,0,1,0,0,0,0,0,0,1,0,0,1,0,8,15,1,18,15,1
1209,-1.1899012192377647,179,-0.12239670677410583,-1.4851930057391332,0.8592773565264519,1.202505955126251,0,4,1.6275644131753173,-0.23457046483021532,-1.1052371822954574,-0.28604749011776776,0.1676767362588095,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11,15,1,15,15,1
1210,0.02256685793329226,382,-0.988835705931206,-0.7614396346215023,-1.4386127526192578,2.1978823746668597,1,2,0.06564747850961612,-0.6445470568251968,-0.21353260471693394,0.7372215683168742,0.6007743099547632,2,0,0,1,0,0,1,0,0,0,0,0,0,1,14,15,1,20,15,1
1211,1.235034935104349,418,-1.5505151720188803,0.6063188991915304,-0.02499711698657863,-0.6410038352172461,3,2,0.028827408792149078,0.6807526187054177,-0.6548136571480578,-1.644997310653356,-1.1316159848290517,0,0,0,1,0,0,0,0,0,1,0,0,0,1,17,15,1,23,15,1
1212,-0.6079165421956573,44,2.5198598073328746,0.5182405996350173,0.5904984932153101,-0.7143929291694102,1,6,-0.7235857670864538,-0.6527908531475504,1.140201085205199,-1.5526079553474021,0.6007743099547632,2,0,1,0,0,0,0,0,0,0,1,0,0,1,19,15,1,5,16,1
1213,1.235034935104349,271,-0.12362992360036221,0.41165604986572174,0.5974916003580706,0.6228035473911967,3,2,-1.4151791840166887,1.3745807015019567,-0.2475500371103784,-1.4004589631769677,-1.1316159848290517,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,15,1,8,16,1
1214,0.5641272900878789,78,-0.07475890257110768,0.7544207357321344,0.6808531602043106,1.9374655740350464,0,5,0.32414962166019784,0.26551662566069606,0.837646801953727,1.1011675406047317,-0.698518411133098,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,16,1,4,16,1
1215,0.02256685793329226,326,-1.429923792544875,0.9287083622424865,0.014596341918071628,-0.9019015941327458,1,6,1.110695558969015,-0.8751202353557385,-1.4586130358595943,-1.194230938762741,0.1676767362588095,2,0,0,0,0,1,1,0,0,0,0,0,0,1,4,16,1,7,16,1
1216,1.235034935104349,178,0.441439137695823,-0.46818232748366373,-0.15150990207704546,0.10718309650874142,3,0,-1.133238171121096,0.24147901817200457,-1.3394502306181828,-0.5988312255588615,1.033871883650717,2,0,1,0,0,0,0,0,1,0,0,0,0,1,7,16,1,9,16,1
1217,0.02256685793329226,357,1.6022988321236762,0.978184562526969,-1.0816549608644115,-1.0835128924845818,2,5,0.22912297837618742,-1.0028872142657326,-0.6220827363101191,-0.8804034948679155,-0.698518411133098,2,0,1,0,0,0,0,1,0,0,0,0,1,0,9,16,1,18,16,1
1218,-1.1899012192377647,498,-1.3038356080375115,-0.059618124320650175,-0.29943263016777827,0.12737332184052524,3,6,-1.2877879576871807,-0.6323899717156914,1.6997489598084843,-0.48899155923709026,1.4669694573466707,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12,16,1,18,16,1
1219,-0.6079165421956573,416,-0.6552533852574002,-0.008137123419872674,0.7575112181765976,1.1752620096272437,3,1,-0.9839941508138252,1.2068843441859984,-0.8072654766714655,0.031126733264759652,1.4669694573466707,2,0,0,1,0,0,0,0,0,0,1,1,0,0,15,16,1,21,16,1
1220,1.235034935104349,451,-1.1456756739516996,-0.508281421400025,-1.0669178141676756,0.7483781022020579,0,0,1.6377944822509478,-1.2005356356293997,0.31289653436466286,1.4287668396691748,0.6007743099547632,0,0,0,0,0,1,0,0,0,0,1,0,0,1,18,16,1,3,17,1
1221,0.02256685793329226,3,0.1284968591532941,-1.0732698434034997,-0.961662596599985,0.614069890859665,3,6,0.42314598839130646,-0.8943431011713963,-1.3561602083921918,1.5154679658999597,-1.5647135585250054,1,0,0,0,1,0,0,0,0,0,1,0,0,1,20,16,1,3,17,1
1222,-1.1899012192377647,214,0.3212932942842518,1.245352288320653,-0.6066589767626318,-0.9452747030995177,0,1,0.8136711703285376,0.5704557340052975,0.9929256275360655,-1.308623196049174,-1.5647135585250054,1,1,0,0,0,0,0,0,0,1,0,1,0,0,23,16,1,3,26,1
1223,0.507554088801715,342,-0.8565511928337393,-0.10385537553159263,-0.5219607558209524,0.11360834383371365,3,6,-1.0391718134036152,0.9188570424615762,0.43764067894738445,-1.2483993703672993,-0.26542083743714423,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,17,1,3,26,1
1224,0.507554088801715,74,-0.8598557909208879,0.1622082730520839,-0.17150921128994243,-1.0831291505024838,3,1,1.101529197762581,-0.9691400525873182,0.05600033987378665,-0.2843460323957559,-1.5647135585250054,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,17,1,4,26,1
1225,-1.1899012192377647,51,-1.55728098155899,0.21240632539348517,-0.45968945844615855,-0.05329160793634591,3,5,-1.4910273952885744,0.5944819210144361,-0.24961732475388218,-0.9705799161780384,0.1676767362588095,2,0,1,0,0,0,0,0,0,0,1,0,0,1,3,26,1,12,26,1
1226,0.02256685793329226,67,-1.4428650634467595,-1.416324056423623,-0.02499711698657863,1.3759839336324122,0,0,1.0932026276014946,1.388861219923627,1.1119587254631274,1.3835873253201423,0.6007743099547632,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,26,1,8,26,1
1227,1.235034935104349,332,0.17206407842848281,-1.2165368371867882,0.9207076997200456,-1.4755787884073537,3,0,0.5253021232292205,-0.9673308580036086,-1.609779674721192,-1.1576116129241076,-0.26542083743714423,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8,26,1,11,26,1
1228,-0.4660392203890554,93,1.5855313925650452,1.158499176296661,0.2183993671493204,1.3916214695440519,0,6,-0.6041003867790287,0.9993974582120193,-1.5020704028958376,-0.2204443130868239,-0.26542083743714423,1,0,0,0,0,1,0,0,1,0,0,0,1,0,11,26,1,15,26,1
1229,1.235034935104349,176,-1.6784661720684746,1.609972563088521,0.6599253438978793,0.7314942231948236,2,4,-0.5290652192406777,-0.7679576125692095,1.397873445156756,0.5201795298361601,0.6007743099547632,2,0,1,0,0,0,1,0,0,0,0,0,1,0,14,26,1,23,26,1
1230,-0.9943429087911337,145,-0.9788903272488987,1.0116381412577933,1.0425216959160772,-0.9644360779178726,0,6,-1.0454555890913386,0.9254618445130481,-0.9284917293136105,1.0848309159930019,1.033871883650717,2,0,0,1,0,0,0,1,0,0,0,0,1,0,17,26,1,1,27,1
1231,-0.6079165421956573,7,-0.20639369113184058,-1.2457832882734017,1.2139216992974353,-0.0687111873753765,2,1,1.249932930843584,4.237441755569792,-0.10138683738023249,1.6487590882546963,1.4669694573466707,0,0,1,0,0,0,0,0,0,1,0,1,0,0,19,26,1,23,26,1
1232,0.507554088801715,269,-0.21283155105714358,-0.19671570358026894,-1.1318694741469462,-0.5488208868888282,0,0,-1.1560354047937416,-0.9762443452371319,0.7262321561940537,-1.153978612520323,-1.1316159848290517,2,0,0,0,1,0,1,0,0,0,0,1,0,0,22,26,1,8,27,1
1233,-1.1899012192377647,376,-1.3625587768067806,-0.12075544935700315,-0.6302445883438202,-0.41008471825992204,0,3,1.215991827380068,0.21519821170641065,-0.7755834363359196,0.32319244292932603,-1.5647135585250054,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,27,1,5,27,1
1234,0.507554088801715,322,0.823394271763255,-0.28954755438814356,-0.23914307176293767,0.9481828663109287,3,5,0.932755621292358,-0.48440178674302053,1.5859317389347949,0.9753504117961614,0.1676767362588095,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,27,1,12,27,1
